Date,Description,Amount,Transaction Type,Category
2026-07-16,Amazon Online Shopping,158.25,expense,Shopping
2026-07-16,Post Office Mail Shipping,10.12,expense,Others
2026-07-16,Duolingo Language App Premium,13.56,expense,Education
2026-07-16,Duolingo Language App Premium,9.75,expense,Education
2026-07-16,Target Retail Store,29.81,expense,Shopping
2026-07-16,Coursera Data Science Certification,43.94,expense,Education
2026-07-16,Target Retail Store,102.63,expense,Shopping
2026-07-16,H&M Summer Collection Apparels,74.52,expense,Shopping
2026-07-16,Subway Sandwiches Store,16.3,expense,Food
2026-07-16,McDonald's Fast Food,20.13,expense,Food
2026-07-16,Corporate Monthly Salary Paycheck,3160.97,income,Salary
2026-07-16,Walgreens Drugstore medicine,49.51,expense,Medical
2026-07-16,Dominos Pizza delivery,31.25,expense,Food
2026-07-16,Amazon Online Shopping,100.96,expense,Shopping
2026-07-16,Post Office Mail Shipping,24.19,expense,Others
2026-07-16,Dental Care Clinic Orthodontics,260.46,expense,Medical
2026-07-16,Walgreens Drugstore medicine,22.32,expense,Medical
2026-07-16,Duolingo Language App Premium,13.84,expense,Education
2026-07-16,Local Charity Donation,55.91,expense,Others
2026-07-16,City Water & Sewerage Bill,35.98,expense,Bills
2026-07-16,Netflix Streaming Subscription,12.59,expense,Bills
2026-07-16,Target Retail Store,82.18,expense,Shopping
2026-07-16,Whole Foods Grocery Delivery,62.12,expense,Food
2026-07-16,Freelance Software Project Invoice,611.87,income,Freelance
2026-07-16,Hilton Hotels Reservation,343.08,expense,Travel
2026-07-16,Netflix Streaming Subscription,10.73,expense,Bills
2026-07-16,Dental Care Clinic Orthodontics,213.68,expense,Medical
2026-07-16,Bowlero Bowling Center Lanes,17.74,expense,Entertainment
2026-07-16,McDonald's Fast Food,20.4,expense,Food
2026-07-16,Disneyland Theme Park Ticket,215.94,expense,Entertainment
2026-07-16,Hilton Hotels Reservation,281.44,expense,Travel
2026-07-16,Nike Sneakers Purchase,149.68,expense,Shopping
2026-07-16,Comcast Xfinity Internet Bill,84.27,expense,Bills
2026-07-16,Verizon Monthly Wireless Bill,62.56,expense,Bills
2026-07-16,Comcast Xfinity Internet Bill,97.33,expense,Bills
2026-07-16,Best Buy Electronics Store,358.84,expense,Shopping
2026-07-16,Hilton Hotels Reservation,353.78,expense,Travel
2026-07-16,Hilton Hotels Reservation,397.28,expense,Travel
2026-07-16,Target Retail Store,114.81,expense,Shopping
2026-07-16,Ticketmaster Concert Live Music,121.29,expense,Entertainment
2026-07-16,Duolingo Language App Premium,7.82,expense,Education
2026-07-16,Hilton Hotels Reservation,146.74,expense,Travel
2026-07-16,McDonald's Fast Food,15.24,expense,Food
2026-07-16,Freelance Software Project Invoice,806.47,income,Freelance
2026-07-16,Freelance Software Project Invoice,1056.4,income,Freelance
2026-07-16,Bowlero Bowling Center Lanes,38.4,expense,Entertainment
2026-07-16,Subway Sandwiches Store,9.13,expense,Food
2026-07-16,Dominos Pizza delivery,28.32,expense,Food
2026-07-16,AMC Movie Theatre Tickets,37.5,expense,Entertainment
2026-07-16,Zara Clothing Apparel,47.13,expense,Shopping
2026-07-16,Verizon Monthly Wireless Bill,103.59,expense,Bills
2026-07-16,Delta Airlines Ticket flight,168.17,expense,Travel
2026-07-16,Subway Sandwiches Store,13.53,expense,Food
2026-07-16,Amazon Online Shopping,102.6,expense,Shopping
2026-07-16,Post Office Mail Shipping,13.02,expense,Others
2026-07-16,Starbucks Coffee Shop,4.7,expense,Food
2026-07-16,Investment Dividend Payment Deposit,117.78,income,Dividend
2026-07-16,Best Buy Electronics Store,205.66,expense,Shopping
2026-07-16,Hilton Hotels Reservation,179.83,expense,Travel
2026-07-16,Duolingo Language App Premium,8.76,expense,Education
2026-07-16,Corporate Monthly Salary Paycheck,3690.63,income,Salary
2026-07-16,Uber Ride Share,19.54,expense,Travel
2026-07-16,Blue Shield Health Insurance Co-pay,35.02,expense,Medical
2026-07-16,Delta Airlines Ticket flight,257.79,expense,Travel
2026-07-16,UberEats Restaurant Delivery,34.46,expense,Food
2026-07-16,Dominos Pizza delivery,37.25,expense,Food
2026-07-16,Verizon Monthly Wireless Bill,66.64,expense,Bills
2026-07-16,CVS Pharmacy prescription,27.73,expense,Medical
2026-07-16,Amazon Online Shopping,136.0,expense,Shopping
2026-07-16,H&M Summer Collection Apparels,43.56,expense,Shopping
2026-07-16,Comcast Xfinity Internet Bill,107.67,expense,Bills
2026-07-16,Duolingo Language App Premium,13.36,expense,Education
2026-07-16,Nike Sneakers Purchase,79.54,expense,Shopping
2026-07-16,Nike Sneakers Purchase,132.61,expense,Shopping
2026-07-16,College Bookstore Textbooks,198.99,expense,Education
2026-07-16,Dental Care Clinic Orthodontics,246.1,expense,Medical
2026-07-16,General Hospital Doctor Consultation,86.0,expense,Medical
2026-07-16,Xbox Live Game Store Purchase,44.25,expense,Entertainment
2026-07-16,Dominos Pizza delivery,43.91,expense,Food
2026-07-16,Uber Ride Share,21.88,expense,Travel
2026-07-16,Comcast Xfinity Internet Bill,67.66,expense,Bills
2026-07-16,Local Charity Donation,38.66,expense,Others
2026-07-16,Investment Dividend Payment Deposit,87.0,income,Dividend
2026-07-16,Target Retail Store,41.73,expense,Shopping
2026-07-16,Dominos Pizza delivery,28.31,expense,Food
2026-07-16,Best Buy Electronics Store,365.16,expense,Shopping
2026-07-16,Investment Dividend Payment Deposit,199.1,income,Dividend
2026-07-16,Verizon Monthly Wireless Bill,89.29,expense,Bills
2026-07-16,Best Buy Electronics Store,185.24,expense,Shopping
2026-07-16,Delta Airlines Ticket flight,393.37,expense,Travel
2026-07-16,Amtrak Train Transit,52.04,expense,Travel
2026-07-16,Investment Dividend Payment Deposit,161.39,income,Dividend
2026-07-16,Rent Payment Apartment,1200.0,expense,Bills
2026-07-16,H&M Summer Collection Apparels,77.65,expense,Shopping
2026-07-16,Nike Sneakers Purchase,135.87,expense,Shopping
2026-07-16,Starbucks Coffee Shop,14.51,expense,Food
2026-07-16,Subway Sandwiches Store,13.83,expense,Food
2026-07-16,UNUSUAL Ticketmaster Concert Live Music (Anomaly),1279.19,expense,Entertainment
2026-07-16,Investment Dividend Payment Deposit,113.42,income,Dividend
2026-07-16,Udemy Python Programming Course,13.41,expense,Education
2026-07-16,Investment Dividend Payment Deposit,170.36,income,Dividend
2026-07-16,CVS Pharmacy prescription,17.47,expense,Medical
2026-07-16,Investment Dividend Payment Deposit,72.2,income,Dividend
2026-07-16,Walmart Grocery Store,32.58,expense,Food
2026-07-16,Verizon Monthly Wireless Bill,78.42,expense,Bills
2026-07-16,Rent Payment Apartment,1200.0,expense,Bills
2026-07-16,Rent Payment Apartment,1200.0,expense,Bills
2026-07-16,Duolingo Language App Premium,10.1,expense,Education
2026-07-16,Udemy Python Programming Course,27.25,expense,Education
2026-07-16,General Hospital Doctor Consultation,124.71,expense,Medical
